2216;2216;9031;хвс;2A-1;353234306C306D12;5,500
2216;2216;9031;гвс;2A-1;353234306C306D12;1,100
2216;2216;11801;эл-во;2A-1;343735326630700E;561,286
2217;2217;9032;хвс;2A-2;3532343054308817;3,360
2217;2217;9032;гвс;2A-2;3532343054308817;2,800
2217;2217;11801;эл-во;2A-2;343735326630700E;403,139
2218;2218;9033;хвс;2A-3;3532343074308B19;2,400
2218;2218;9033;гвс;2A-3;3532343074308B19;1,920
2218;2218;11801;эл-во;2A-3;343735326630700E;239,305
2219;2219;9034;хвс;2A-4;3532343055306912;1,020
2219;2219;9034;гвс;2A-4;3532343055306912;4,590
2219;2219;11801;эл-во;2A-4;343735326630700E;493,075
2220;2220;9035;хвс;2A-5;3532343076307917;0,510
2220;2220;9035;гвс;2A-5;3532343076307917;0,510
2220;2220;9036;хвс;2A-5;353234306A307517;3,060
2220;2220;9036;гвс;2A-5;353234306A307517;0,510
2220;2220;9037;хвс;2A-5;353234305B307E13;1,500
2220;2220;9037;гвс;2A-5;353234305B307E13;0,500
2220;2220;11802;эл-во;2A-5;343735327130830A;379,287
2221;2221;9038;хвс;2A-6;3532343060306A19;4,160
2221;2221;9038;гвс;2A-6;3532343060306A19;4,160
2221;2221;9039;хвс;2A-6;353234306B307312;0,500
2221;2221;9039;гвс;2A-6;353234306B307312;16,500
2221;2221;11802;эл-во;2A-6;343735327130830A;211,743
2222;2222;9040;хвс;2A-7;353234306B307D13;789,880
2222;2222;9040;гвс;2A-7;353234306B307D13;3,120
2222;2222;9041;хвс;2A-7;3532343059306919;3,840
2222;2222;9041;гвс;2A-7;3532343059306919;5,760
2222;2222;11802;эл-во;2A-7;343735327130830A;3656,322
2223;2223;9042;хвс;2A-8;3532343062306619;16,170
2223;2223;9042;гвс;2A-8;3532343062306619;4,410
2223;2223;9043;хвс;2A-8;3532343051306B12;4,860
2223;2223;9043;гвс;2A-8;3532343051306B12;37,800
2223;2223;11802;эл-во;2A-8;343735327130830A;303,894
2224;2224;9044;хвс;2A-9;3532343060309618;5,060
2224;2224;9044;гвс;2A-9;3532343060309618;1,380
2224;2224;9045;хвс;2A-9;3532343077308117;1,290
2224;2224;9045;гвс;2A-9;3532343077308117;5,160
2224;2224;11803;эл-во;2A-9;343735326930900A;229,306
2225;2225;9046;хвс;2A-10;353234306C306412;4,800
2225;2225;9046;гвс;2A-10;353234306C306412;1,600
2225;2225;9047;хвс;2A-10;353234306B306E12;0,490
2225;2225;9047;гвс;2A-10;353234306B306E12;7,840
2225;2225;11803;эл-во;2A-10;343735326930900A;195,657
2226;2226;10061;хвс;2A-11;373731316D307905;4,100
2226;2226;10061;гвс;2A-11;373731316D307905;12,300
2226;2226;9049;хвс;2A-11;353234306A306812;216,090
2226;2226;9049;гвс;2A-11;353234306A306812;118,090
2226;2226;9050;хвс;2A-11;3532343057306C12;1,040
2226;2226;9050;гвс;2A-11;3532343057306C12;4,680
2226;2226;11803;эл-во;2A-11;343735326930900A;2692,437
2227;2227;9051;хвс;2A-12;3532343057308117;11,040
2227;2227;9051;гвс;2A-12;3532343057308117;70,840
2227;2227;11803;эл-во;2A-12;343735326930900A;1342,803
2228;2228;9052;хвс;2A-13;353234306A306619;73,440
2228;2228;9052;гвс;2A-13;353234306A306619;41,820
2228;2228;11804;эл-во;2A-13;343735326930910B;316,520
2229;2229;9053;хвс;2A-14;353234304F307817;15,040
2229;2229;9053;гвс;2A-14;353234304F307817;16,920
2229;2229;11804;эл-во;2A-14;343735326930910B;143,170
2230;2230;9054;хвс;2A-15;3532343057309218;260,960
2230;2230;9054;гвс;2A-15;3532343057309218;162,960
2230;2230;11804;эл-во;2A-15;343735326930910B;0,000
2231;2231;9055;хвс;2A-16;3532343070308917;84,480
2231;2231;9055;гвс;2A-16;3532343070308917;5,760
2231;2231;9056;хвс;2A-16;3532343058306619;21,500
2231;2231;9056;гвс;2A-16;3532343058306619;8,500
2231;2231;9057;хвс;2A-16;3532343066307D13;237,970
2231;2231;9057;гвс;2A-16;3532343066307D13;162,180
2231;2231;11804;эл-во;2A-16;343735326930910B;771,500
2232;2232;9058;хвс;2A-17;3532343073307D13;0,480
2232;2232;9058;гвс;2A-17;3532343073307D13;1,440
2232;2232;9059;хвс;2A-17;353234306B306F19;50,960
2232;2232;9059;гвс;2A-17;353234306B306F19;24,990
2232;2232;11805;эл-во;2A-17;3437353265305F10;167,574
2233;2233;9060;хвс;2A-18;3532343074306B12;217,440
2233;2233;9060;гвс;2A-18;3532343074306B12;131,520
2233;2233;9061;хвс;2A-18;353234306E308C19;51,360
2233;2233;9061;гвс;2A-18;353234306E308C19;44,160
2233;2233;11805;эл-во;2A-18;3437353265305F10;2044,801
2234;2234;9062;хвс;2A-19;3532343067308117;3,920
2234;2234;9062;гвс;2A-19;3532343067308117;0,980
2234;2234;9063;хвс;2A-19;353234304F306C19;25,480
