2A-1;гвс;1,100;353234306C306D12;2216;9031
2A-1;хвс;5,500;353234306C306D12;2216;9031
2A-1;эл-во;561,286;343735326630700E;2216;11801
2A-2;гвс;2,800;3532343054308817;2217;9032
2A-2;хвс;3,360;3532343054308817;2217;9032
2A-2;эл-во;403,139;343735326630700E;2217;11801
2A-3;гвс;1,920;3532343074308B19;2218;9033
2A-3;хвс;2,400;3532343074308B19;2218;9033
2A-3;эл-во;239,305;343735326630700E;2218;11801
2A-4;гвс;4,590;3532343055306912;2219;9034
2A-4;хвс;1,020;3532343055306912;2219;9034
2A-4;эл-во;493,075;343735326630700E;2219;11801
2A-5;гвс;0,510;3532343076307917;2220;9035
2A-5;гвс;0,510;353234306A307517;2220;9036
2A-5;гвс;0,500;353234305B307E13;2220;9037
2A-5;хвс;0,510;3532343076307917;2220;9035
2A-5;хвс;3,060;353234306A307517;2220;9036
2A-5;хвс;1,500;353234305B307E13;2220;9037
2A-5;эл-во;379,287;343735327130830A;2220;11802
2A-6;гвс;4,160;3532343060306A19;2221;9038
2A-6;гвс;16,500;353234306B307312;2221;9039
2A-6;хвс;4,160;3532343060306A19;2221;9038
2A-6;хвс;0,500;353234306B307312;2221;9039
2A-6;эл-во;211,743;343735327130830A;2221;11802
2A-7;гвс;5,760;3532343059306919;2222;9041
2A-7;гвс;3,120;353234306B307D13;2222;9040
2A-7;хвс;3,840;3532343059306919;2222;9041
2A-7;хвс;789,880;353234306B307D13;2222;9040
2A-7;эл-во;3656,322;343735327130830A;2222;11802
2A-8;гвс;37,800;3532343051306B12;2223;9043
2A-8;гвс;4,410;3532343062306619;2223;9042
2A-8;хвс;16,170;3532343062306619;2223;9042
2A-8;хвс;4,860;3532343051306B12;2223;9043
2A-8;эл-во;303,894;343735327130830A;2223;11802
2A-9;гвс;1,380;3532343060309618;2224;9044
2A-9;гвс;5,160;3532343077308117;2224;9045
2A-9;хвс;1,290;3532343077308117;2224;9045
2A-9;хвс;5,060;3532343060309618;2224;9044
2A-9;эл-во;229,306;343735326930900A;2224;11803
2A-10;гвс;1,600;353234306C306412;2225;9046
2A-10;гвс;7,840;353234306B306E12;2225;9047
2A-10;хвс;4,800;353234306C306412;2225;9046
2A-10;хвс;0,490;353234306B306E12;2225;9047
2A-10;эл-во;195,657;343735326930900A;2225;11803
2A-11;гвс;118,090;353234306A306812;2226;9049
2A-11;гвс;4,680;3532343057306C12;2226;9050
2A-11;гвс;12,300;373731316D307905;2226;10061
2A-11;хвс;1,040;3532343057306C12;2226;9050
2A-11;хвс;216,090;353234306A306812;2226;9049
2A-11;хвс;4,100;373731316D307905;2226;10061
2A-11;эл-во;2692,437;343735326930900A;2226;11803
2A-12;гвс;70,840;3532343057308117;2227;9051
2A-12;хвс;11,040;3532343057308117;2227;9051
2A-12;эл-во;1342,803;343735326930900A;2227;11803
2A-13;гвс;41,820;353234306A306619;2228;9052
2A-13;хвс;73,440;353234306A306619;2228;9052
2A-13;эл-во;316,520;343735326930910B;2228;11804
2A-14;гвс;16,920;353234304F307817;2229;9053
2A-14;хвс;15,040;353234304F307817;2229;9053
2A-14;эл-во;143,170;343735326930910B;2229;11804
2A-15;гвс;162,960;3532343057309218;2230;9054
2A-15;хвс;260,960;3532343057309218;2230;9054
2A-15;эл-во;0,000;343735326930910B;2230;11804
2A-16;гвс;162,180;3532343066307D13;2231;9057
2A-16;гвс;5,760;3532343070308917;2231;9055
2A-16;гвс;8,500;3532343058306619;2231;9056
2A-16;хвс;21,500;3532343058306619;2231;9056
2A-16;хвс;237,970;3532343066307D13;2231;9057
2A-16;хвс;84,480;3532343070308917;2231;9055
2A-16;эл-во;771,500;343735326930910B;2231;11804
2A-17;гвс;24,990;353234306B306F19;2232;9059
2A-17;гвс;1,440;3532343073307D13;2232;9058
2A-17;хвс;50,960;353234306B306F19;2232;9059
2A-17;хвс;0,480;3532343073307D13;2232;9058
2A-17;эл-во;167,574;3437353265305F10;2232;11805
2A-18;гвс;131,520;3532343074306B12;2233;9060
2A-18;гвс;44,160;353234306E308C19;2233;9061
2A-18;хвс;51,360;353234306E308C19;2233;9061
2A-18;хвс;217,440;3532343074306B12;2233;9060
2A-18;эл-во;2044,801;3437353265305F10;2233;11805
2A-19;гвс;0,980;3532343067308117;2234;9062
2A-19;гвс;29,890;353234304F306C19;2234;9063
2A-19;хвс;25,480;353234304F306C19;2234;9063
2A-19;хвс;3,920;3532343067308117;2234;9062
2A-19;эл-во;201,223;3437353265305F10;2234;11805
2A-20;гвс;1,040;3532343054308919;2235;9064
2A-20;гвс;32,200;3532343063306F12;2235;9065
2A-20;хвс;7,800;3532343054308919;2235;9064
2A-20;хвс;62,560;3532343063306F12;2235;9065
2A-20;эл-во;208,956;3437353265305F10;2235;11805
2A-21;гвс;26,100;353234306B307B13;2236;9066
2A-21;гвс;2,450;3532343054308A19;2236;9067
2A-21;хвс;22,500;353234306B307B13;2236;9066
2A-21;хвс;0,000;3532343054308A19;2236;9067
2A-21;эл-во;126,522;3437353258308C0D;2236;11806
2A-22;гвс;1,800;3532343068307E19;2237;9068
2A-22;гвс;17,640;353234305E306F19;2237;9069
2A-22;гвс;0,500;3532343058307F17;2237;9070
2A-22;хвс;0,500;3532343058307F17;2237;9070
2A-22;хвс;40,050;3532343068307E19;2237;9068
2A-22;хвс;36,260;353234305E306F19;2237;9069
2A-22;эл-во;257,076;3437353258308C0D;2237;11806
2A-23;гвс;29,150;3532343058308917;2238;9071
2A-23;хвс;4,400;3532343058308917;2238;9071
2A-23;эл-во;318,000;343735326230910A;2238;11807
2A-24;гвс;7,840;3532343058306313;2239;9072
2A-24;хвс;0,000;3532343058306313;2239;9072
2A-24;эл-во;166,030;343735326230910A;2239;11807
2A-25;гвс;10,070;3532343075307F17;2240;9073
2A-25;хвс;9,010;3532343075307F17;2240;9073
2A-25;эл-во;342,900;343735326230910A;2240;11807
2A-26;гвс;0,000;353234305A309518;2241;9074
2A-26;хвс;0,000;353234305A309518;2241;9074
2A-26;эл-во;87,050;343735326230910A;2241;11807
2A-27;гвс;22,090;3532343063308819;2242;9075
2A-27;гвс;11,520;3532343077308217;2242;9076
2A-27;гвс;5,500;3532343055306F19;2242;9077
2A-27;хвс;4,500;3532343055306F19;2242;9077
2A-27;хвс;18,800;3532343063308819;2242;9075
2A-27;хвс;6,240;3532343077308217;2242;9076
2A-27;эл-во;1007,930;343735326630930C;2242;11808
2A-28;гвс;0,000;3532343067307019;2243;9079
2A-28;гвс;0,000;3532343064307815;2243;9078
2A-28;хвс;0,000;3532343064307815;2243;9078
2A-28;хвс;0,000;3532343067307019;2243;9079
2A-28;эл-во;204,380;343735326630930C;2243;11808
2A-29;гвс;13,920;3532343061305E17;2244;9081
2A-29;гвс;10,080;353234305A306D19;2244;9080
2A-29;хвс;6,240;3532343061305E17;2244;9081
2A-29;хвс;6,720;353234305A306D19;2244;9080
2A-29;эл-во;162,010;343735326630930C;2244;11808
2A-30;гвс;11,880;353234305C308117;2245;9082
2A-30;гвс;5,850;3532343071306E19;2245;9083
